nombre;abono;distrito;modalidad;mes;anio;fecha;alumno;edad;pago;menor_cantidad;adolescentes_cantidad;adultos_cantidad;all;nombre_sede;count_sede1;count_sede2;count_sede3;taller
Angie;200;Comas;Escolar;Noviembre;2022;1/11/2022;Frank;18;BVBA;0;0;1;1;Sede 3;0;0;1;Pintura
Ian;200;Molina;Escolar;Diciembre;2022;3/12/2022;Ashley;18;PLIN;0;0;1;1;Sede 1;1;0;0;Dibujo
Angie;200;Surco;Escolar;Diciembre;2022;3/12/2022;Frank;18;BVBA;0;0;1;1;Sede 3;0;0;1;Pintura
Angie;200;Comas;Escolar;Diciembre;2022;3/12/2022;Frank;18;BVBA;0;0;1;1;Sede 3;0;0;1;Pintura
Whitney;200;Miraflores;Escolar;Febrero;2019;11/05/2019;Corey;18;BVBA;0;0;1;1;Sede 1;1;0;0;Dibujo
James;200;Brenia;Invierno;Enero;2019;17/05/2019;Rebecca;18;Scotiabank;0;0;1;1;Sede 1;1;0;0;Comic
Jerry;200;Comas;Escolar;Setiembre;2019;3/04/2019;Robert;18;Scotiabank;0;0;1;1;Sede 3;0;0;1;Dibujo
Jamie;200;Surco;Otonio;Diciembre;2019;1/05/2019;Craig;18;Efectivo;0;0;1;1;Sede 3;0;0;1;Manga
Russell;200;Comas;Otonio;Agosto;2019;29/04/2019;Charles;18;PLIN;0;0;1;1;Sede 3;0;0;1;Lettering
Nicholas;200;Molina;Otonio;Mayo;2019;30/01/2019;Julia;18;Scotiabank;0;0;1;1;Sede 2;0;1;0;Manga
Daniel;200;Surco;Verano;Agosto;2019;6/03/2019;Dana;18;BCP;0;0;1;1;Sede 1;1;0;0;Dibujo
Mariah;200;Brenia;Invierno;Diciembre;2019;3/09/2019;Aaron;18;PLIN;0;0;1;1;Sede 1;1;0;0;Pintura
Barbara;200;Villa el Salvador;Invierno;Agosto;2019;14/02/2019;Peggy;18;Yape;0;0;1;1;Sede 3;0;0;1;Dibujo
Brian;200;Brenia;Primavera;Febrero;2019;3/05/2019;Scott;18;BCP;0;0;1;1;Sede 2;0;1;0;Comic
Stephen;200;Surco;Invierno;Mayo;2019;19/03/2019;Austin;18;Scotiabank;0;0;1;1;Sede 3;0;0;1;Manga
Candice;200;Villa el Salvador;Primavera;Agosto;2019;23/12/2019;Whitney;18;PLIN;0;0;1;1;Sede 1;1;0;0;Pintura
David;200;Villa el Salvador;Invierno;Julio;2020;21/07/2020;Taylor;18;Yape;0;0;1;1;Sede 1;1;0;0;Dibujo
Gina;200;Surco;Primavera;Mayo;2020;23/04/2020;William;18;Scotiabank;0;0;1;1;Sede 3;0;0;1;Lettering
Christopher;200;Surco;Verano;Diciembre;2020;26/06/2020;Jonathan;18;Efectivo;0;0;1;1;Sede 1;1;0;0;Pintura
Charles;200;Surco;Otonio;Octubre;2020;23/06/2020;Shawn;18;BCP;0;0;1;1;Sede 1;1;0;0;Manga
Derrick;200;Brenia;Escolar;Febrero;2020;20/05/2020;Cory;18;BVBA;0;0;1;1;Sede 3;0;0;1;Comic
Johnny;200;Villa el Salvador;Otonio;Marzo;2020;23/02/2020;Jessica;18;Yape;0;0;1;1;Sede 3;0;0;1;Pintura
Matthew;200;Surco;Verano;Abril;2020;16/07/2020;Eric;18;BVBA;0;0;1;1;Sede 1;1;0;0;Dibujo
Briana;200;Molina;Escolar;Marzo;2020;16/04/2020;Diane;18;Scotiabank;0;0;1;1;Sede 1;1;0;0;Pintura
Holly;200;Molina;Invierno;Julio;2020;17/12/2020;Joy;18;Scotiabank;0;0;1;1;Sede 3;0;0;1;Dibujo
Angela;200;Miraflores;Otonio;Junio;2020;12/09/2020;Jean;18;PLIN;0;0;1;1;Sede 2;0;1;0;Comic
Richard;200;Miraflores;Primavera;Agosto;2020;28/01/2020;Lisa;18;Yape;0;0;1;1;Sede 3;0;0;1;Dibujo
Steven;200;Miraflores;Primavera;Julio;2020;12/01/2020;Courtney;18;Scotiabank;0;0;1;1;Sede 2;0;1;0;Manga
Tamara;200;Molina;Primavera;Octubre;2020;27/02/2020;Rachel;18;Yape;0;0;1;1;Sede 2;0;1;0;Dibujo
Joseph;200;Villa el Salvador;Primavera;Agosto;2020;25/11/2020;Benjamin;18;BCP;0;0;1;1;Sede 2;0;1;0;Comic
Daniel;200;SJL;Otonio;Abril;2020;30/03/2020;Caleb;18;Efectivo;0;0;1;1;Sede 2;0;1;0;Dibujo
Janet;200;Surco;Invierno;Junio;2020;10/03/2020;Willie;18;BCP;0;0;1;1;Sede 1;1;0;0;Comic
Kenneth;200;SJL;Escolar;Marzo;2020;28/11/2020;Krista;18;BCP;0;0;1;1;Sede 1;1;0;0;Pintura
Jay;200;Surco;Otonio;Mayo;2020;12/10/2020;Bobby;18;BVBA;0;0;1;1;Sede 1;1;0;0;Comic
Joseph;200;Molina;Invierno;Enero;2020;12/06/2020;Daniel;18;Scotiabank;0;0;1;1;Sede 1;1;0;0;Pintura
Ana;200;Miraflores;Primavera;Mayo;2020;3/04/2020;Ashley;18;Scotiabank;0;0;1;1;Sede 1;1;0;0;Manga
Ryan;200;SJL;Otonio;Noviembre;2020;5/06/2020;Emily;18;Yape;0;0;1;1;Sede 1;1;0;0;Dibujo
Jacob;200;Comas;Primavera;Julio;2020;1/01/2020;Hannah;18;BCP;0;0;1;1;Sede 1;1;0;0;Pintura
Lisa;200;SJL;Primavera;Enero;2020;9/01/2020;David;18;PLIN;0;0;1;1;Sede 3;0;0;1;Lettering
James;200;Surco;Otonio;Enero;2020;20/08/2020;Melissa;18;Efectivo;0;0;1;1;Sede 1;1;0;0;Manga
Stephanie;200;Comas;Verano;Enero;2023;27/03/2023;Jill;18;PLIN;0;0;1;1;Sede 1;1;0;0;Dibujo
Heidi;200;Comas;Verano;Junio;2023;2/10/2023;Heather;18;BVBA;0;0;1;1;Sede 3;0;0;1;Dibujo
Charlotte;200;Villa el Salvador;Verano;Octubre;2023;30/03/2023;Michelle;18;Efectivo;0;0;1;1;Sede 3;0;0;1;Manga
Kimberly;200;Villa el Salvador;Primavera;Agosto;2023;24/08/2023;Nicole;18;Yape;0;0;1;1;Sede 3;0;0;1;Dibujo
Joseph;200;Villa el Salvador;Verano;Octubre;2023;13/07/2023;Stephanie;18;Yape;0;0;1;1;Sede 1;1;0;0;Dibujo
Noah;200;Villa el Salvador;Escolar;Octubre;2023;25/06/2023;Michele;18;Yape;0;0;1;1;Sede 2;0;1;0;Manga
Blake;200;Molina;Primavera;Setiembre;2023;17/02/2023;Christopher;18;BVBA;0;0;1;1;Sede 2;0;1;0;Lettering
Brandon;200;Surco;Escolar;Marzo;2023;13/06/2023;Amanda;18;BVBA;0;0;1;1;Sede 1;1;0;0;Pintura
Fernando;200;Miraflores;Otonio;Marzo;2023;28/04/2023;Diana;18;BCP;0;0;1;1;Sede 1;1;0;0;Manga
Cynthia;200;Comas;Verano;Octubre;2023;21/04/2023;Elizabeth;18;BCP;0;0;1;1;Sede 2;0;1;0;Pintura
James;200;SJL;Primavera;Octubre;2023;13/08/2023;Geoffrey;17;Yape;0;1;0;1;Sede 2;0;1;0;Dibujo
Brenda;200;SJL;Verano;Enero;2023;17/03/2023;Shawn;18;BVBA;0;0;1;1;Sede 2;0;1;0;Comic
Gina;200;Surco;Escolar;Enero;2023;28/09/2023;Steven;18;Yape;0;0;1;1;Sede 1;1;0;0;Comic
Lisa;200;Villa el Salvador;Primavera;Mayo;2023;26/01/2023;Gabriella;18;BVBA;0;0;1;1;Sede 2;0;1;0;Manga
Ray;200;Surco;Escolar;Enero;2023;2/09/2023;Christina;18;Yape;0;0;1;1;Sede 1;1;0;0;Dibujo
Heather;200;Comas;Escolar;Junio;2023;18/11/2023;Anthony;18;Efectivo;0;0;1;1;Sede 2;0;1;0;Pintura
Barry;200;Miraflores;Invierno;Abril;2019;23/01/2019;Cody;17;PLIN;0;1;0;1;Sede 2;0;1;0;Lettering
Kimberly;200;Molina;Invierno;Setiembre;2019;19/02/2019;Sandra;17;Efectivo;0;1;0;1;Sede 2;0;1;0;Pintura
Cheryl;200;SJL;Invierno;Mayo;2019;9/08/2019;Kelly;17;Yape;0;1;0;1;Sede 2;0;1;0;Dibujo
Catherine;200;Surco;Invierno;Diciembre;2019;21/03/2019;Brittney;17;BCP;0;1;0;1;Sede 3;0;0;1;Manga
Laura;200;Villa el Salvador;Invierno;Junio;2019;26/03/2019;Jennifer;17;Yape;0;1;0;1;Sede 3;0;0;1;Lettering
Karen;200;SJL;Escolar;Enero;2019;27/08/2019;Victoria;17;PLIN;0;1;0;1;Sede 2;0;1;0;Dibujo
Maria;200;Comas;Primavera;Junio;2019;21/12/2019;Cynthia;17;PLIN;0;1;0;1;Sede 2;0;1;0;Pintura
Sara;200;Villa el Salvador;Primavera;Enero;2019;25/10/2019;Claudia;17;BCP;0;1;0;1;Sede 1;1;0;0;Comic
Amanda;200;Surco;Verano;Enero;2019;17/05/2019;Jon;17;PLIN;0;1;0;1;Sede 3;0;0;1;Manga
Charles;200;Brenia;Otonio;Setiembre;2019;12/10/2019;Steven;17;PLIN;0;1;0;1;Sede 1;1;0;0;Lettering
Cassandra;200;Molina;Escolar;Febrero;2019;21/10/2019;Meagan;17;BCP;0;1;0;1;Sede 2;0;1;0;Manga
Eduardo;200;Molina;Escolar;Agosto;2019;17/09/2019;Ralph;17;BVBA;0;1;0;1;Sede 3;0;0;1;Comic
Frances;200;Comas;Otonio;Diciembre;2019;7/11/2019;Brianna;17;PLIN;0;1;0;1;Sede 1;1;0;0;Dibujo
Kathleen;200;Surco;Invierno;Abril;2019;2/05/2019;Christopher;17;Scotiabank;0;1;0;1;Sede 1;1;0;0;Pintura
Margaret;200;Comas;Otonio;Noviembre;2019;21/12/2019;Sally;17;Yape;0;1;0;1;Sede 2;0;1;0;Comic
Monica;200;Villa el Salvador;Invierno;Julio;2019;12/07/2019;Brian;17;BVBA;0;1;0;1;Sede 3;0;0;1;Lettering
Kyle;200;Brenia;Invierno;Febrero;2019;19/04/2019;Andrew;17;PLIN;0;1;0;1;Sede 3;0;0;1;Pintura
Valerie;200;Comas;Escolar;Mayo;2019;1/10/2019;Richard;17;BCP;0;1;0;1;Sede 2;0;1;0;Dibujo
Jessica;200;Surco;Escolar;Julio;2019;31/08/2019;Angela;17;PLIN;0;1;0;1;Sede 2;0;1;0;Lettering
John;200;Comas;Otonio;Marzo;2019;18/05/2019;Victor;17;PLIN;0;1;0;1;Sede 3;0;0;1;Comic
Timothy;200;Comas;Verano;Abril;2020;12/07/2020;Shannon;17;Efectivo;0;1;0;1;Sede 2;0;1;0;Pintura
Eric;200;Comas;Primavera;Setiembre;2020;21/03/2020;Morgan;17;BCP;0;1;0;1;Sede 1;1;0;0;Comic
Richard;200;Molina;Escolar;Febrero;2020;11/06/2020;Peter;17;Efectivo;0;1;0;1;Sede 3;0;0;1;Pintura
Bradley;200;Molina;Verano;Setiembre;2020;6/03/2020;Alexis;17;PLIN;0;1;0;1;Sede 1;1;0;0;Dibujo
Terri;200;Surco;Primavera;Junio;2020;20/05/2020;Dana;17;Yape;0;1;0;1;Sede 3;0;0;1;Pintura
Lori;200;Surco;Primavera;Enero;2020;14/09/2020;Kathy;17;PLIN;0;1;0;1;Sede 1;1;0;0;Manga
Daniel;200;Surco;Verano;Mayo;2020;8/08/2020;Nancy;17;Scotiabank;0;1;0;1;Sede 2;0;1;0;Manga
Chelsea;200;Villa el Salvador;Escolar;Noviembre;2020;12/01/2020;Manuel;17;PLIN;0;1;0;1;Sede 2;0;1;0;Pintura
Michele;200;SJL;Otonio;Setiembre;2020;17/05/2020;Ryan;17;BCP;0;1;0;1;Sede 1;1;0;0;Lettering
Matthew;200;Comas;Escolar;Setiembre;2020;25/04/2020;Joshua;17;Yape;0;1;0;1;Sede 2;0;1;0;Manga
John;200;Comas;Invierno;Julio;2020;24/12/2020;Matthew;17;BVBA;0;1;0;1;Sede 2;0;1;0;Dibujo
James;200;SJL;Verano;Mayo;2020;12/03/2020;Angela;17;BCP;0;1;0;1;Sede 2;0;1;0;Dibujo
Tony;200;Surco;Escolar;Octubre;2020;12/08/2020;Jerome;17;Scotiabank;0;1;0;1;Sede 2;0;1;0;Lettering
Diana;200;Miraflores;Escolar;Noviembre;2020;7/10/2020;Robert;17;PLIN;0;1;0;1;Sede 1;1;0;0;Comic
Bailey;200;Surco;Invierno;Noviembre;2020;26/01/2020;Victoria;17;BVBA;0;1;0;1;Sede 3;0;0;1;Lettering
Heather;200;Surco;Verano;Setiembre;2020;24/05/2020;Manuel;17;BVBA;0;1;0;1;Sede 1;1;0;0;Manga
Scott;200;Comas;Escolar;Junio;2020;12/01/2020;Joy;17;PLIN;0;1;0;1;Sede 2;0;1;0;Comic
Meredith;200;Miraflores;Primavera;Enero;2020;26/08/2020;Johnathan;17;BCP;0;1;0;1;Sede 3;0;0;1;Manga
Joshua;200;Surco;Primavera;Agosto;2020;25/05/2020;Karen;17;BVBA;0;1;0;1;Sede 1;1;0;0;Lettering
Andrea;200;Molina;Primavera;Marzo;2020;14/12/2020;Cheryl;17;Efectivo;0;1;0;1;Sede 3;0;0;1;Manga
Miranda;200;SJL;Primavera;Octubre;2023;15/11/2023;James;17;Efectivo;0;1;0;1;Sede 2;0;1;0;Manga
Richard;200;Comas;Invierno;Febrero;2023;21/03/2023;Kelly;17;Yape;0;1;0;1;Sede 1;1;0;0;Comic
Daniel;200;Surco;Verano;Octubre;2023;8/08/2023;Julian;16;Yape;0;1;0;1;Sede 1;1;0;0;Manga
Benjamin;200;Molina;Invierno;Febrero;2023;11/07/2023;Cindy;17;PLIN;0;1;0;1;Sede 3;0;0;1;Lettering
Jessica;200;Brenia;Escolar;Mayo;2023;13/11/2023;Teresa;17;PLIN;0;1;0;1;Sede 2;0;1;0;Lettering
Melissa;200;Brenia;Invierno;Junio;2023;10/10/2023;Benjamin;17;BCP;0;1;0;1;Sede 2;0;1;0;Lettering
Shannon;200;Miraflores;Otonio;Octubre;2023;8/08/2023;Roger;16;Scotiabank;0;1;0;1;Sede 1;1;0;0;Dibujo
Holly;200;Surco;Escolar;Octubre;2023;10/02/2023;Karen;16;Scotiabank;0;1;0;1;Sede 2;0;1;0;Dibujo
Alexis;200;Brenia;Invierno;Enero;2023;8/10/2023;Nicole;17;Yape;0;1;0;1;Sede 1;1;0;0;Comic
Katherine;200;SJL;Invierno;Enero;2023;4/01/2023;Justin;17;Scotiabank;0;1;0;1;Sede 3;0;0;1;Lettering
Wendy;200;SJL;Escolar;Octubre;2023;1/11/2023;Melanie;16;BCP;0;1;0;1;Sede 1;1;0;0;Lettering
Joseph;200;Villa el Salvador;Escolar;Febrero;2023;8/05/2023;Fernando;17;BCP;0;1;0;1;Sede 3;0;0;1;Dibujo
Jonathan;200;Surco;Invierno;Febrero;2023;5/11/2023;Eileen;17;PLIN;0;1;0;1;Sede 1;1;0;0;Dibujo
Jill;200;SJL;Invierno;Marzo;2023;14/02/2023;David;17;Yape;0;1;0;1;Sede 3;0;0;1;Lettering
Jennifer;200;Villa el Salvador;Invierno;Agosto;2023;1/09/2023;Jeremy;17;Yape;0;1;0;1;Sede 1;1;0;0;Manga
Tabitha;200;Comas;Verano;Febrero;2023;12/08/2023;Sandra;17;PLIN;0;1;0;1;Sede 2;0;1;0;Comic
Mark;200;Miraflores;Invierno;Mayo;2023;9/01/2023;Jeffery;17;PLIN;0;1;0;1;Sede 1;1;0;0;Comic
Kenneth;200;SJL;Invierno;Mayo;2023;23/07/2023;Michael;17;Efectivo;0;1;0;1;Sede 1;1;0;0;Pintura
Andrew;200;SJL;Otonio;Marzo;2023;14/03/2023;Susan;17;BVBA;0;1;0;1;Sede 2;0;1;0;Comic
Rebekah;200;Brenia;Invierno;Enero;2023;19/03/2023;James;17;Efectivo;0;1;0;1;Sede 2;0;1;0;Pintura
Elizabeth;200;Miraflores;Invierno;Junio;2023;4/07/2023;Dominique;17;Scotiabank;0;1;0;1;Sede 2;0;1;0;Dibujo
Shelly;200;Surco;Invierno;Agosto;2023;30/07/2023;David;17;BVBA;0;1;0;1;Sede 1;1;0;0;Lettering
Allison;200;Miraflores;Invierno;Marzo;2023;23/10/2023;Betty;17;Yape;0;1;0;1;Sede 3;0;0;1;Manga
Luis;200;Miraflores;Invierno;Setiembre;2023;3/02/2023;Claire;17;Efectivo;0;1;0;1;Sede 2;0;1;0;Lettering
Deborah;200;Comas;Otonio;Marzo;2023;27/04/2023;Willie;17;BCP;0;1;0;1;Sede 3;0;0;1;Manga
Amanda;200;Molina;Primavera;Enero;2023;24/02/2023;Jeffrey;17;BCP;0;1;0;1;Sede 3;0;0;1;Comic
Theresa;200;Miraflores;Escolar;Abril;2022;5/04/2022;Ashley;16;Scotiabank;0;1;0;1;Sede 1;1;0;0;Comic
Mark;200;Surco;Escolar;Abril;2022;5/04/2022;Kayla;16;Efectivo;0;1;0;1;Sede 3;0;0;1;Manga
Nathan;200;Molina;Escolar;Abril;2022;5/04/2022;David;16;BCP;0;1;0;1;Sede 1;1;0;0;Dibujo
Barbara;200;Villa el Salvador;Escolar;Abril;2022;5/04/2022;Kayla;16;Scotiabank;0;1;0;1;Sede 3;0;0;1;Lettering
Theresa;200;Miraflores;Escolar;Mayo;2022;3/05/2022;Ashley;16;Scotiabank;0;1;0;1;Sede 1;1;0;0;Comic
Mark;200;Surco;Escolar;Mayo;2022;3/05/2022;Kayla;16;Efectivo;0;1;0;1;Sede 3;0;0;1;Manga
Nathan;200;Molina;Escolar;Mayo;2022;3/05/2022;David;16;BCP;0;1;0;1;Sede 1;1;0;0;Dibujo
Barbara;200;Villa el Salvador;Escolar;Mayo;2022;3/05/2022;Kayla;16;Scotiabank;0;1;0;1;Sede 3;0;0;1;Lettering
Theresa;200;Miraflores;Escolar;Junio;2022;7/06/2022;Ashley;16;Scotiabank;0;1;0;1;Sede 1;1;0;0;Comic
Mark;200;Surco;Escolar;Junio;2022;7/06/2022;Kayla;16;Efectivo;0;1;0;1;Sede 3;0;0;1;Manga
Nathan;200;Molina;Escolar;Junio;2022;7/06/2022;David;16;BCP;0;1;0;1;Sede 1;1;0;0;Dibujo
Barbara;200;Villa el Salvador;Escolar;Junio;2022;7/06/2022;Kayla;16;Scotiabank;0;1;0;1;Sede 3;0;0;1;Lettering
Theresa;200;Miraflores;Escolar;Julio;2022;5/07/2022;Ashley;16;Scotiabank;0;1;0;1;Sede 1;1;0;0;Comic
Mark;200;Surco;Escolar;Julio;2022;5/07/2022;Kayla;16;Efectivo;0;1;0;1;Sede 3;0;0;1;Manga
Nathan;200;Molina;Escolar;Julio;2022;5/07/2022;David;16;BCP;0;1;0;1;Sede 1;1;0;0;Dibujo
Barbara;200;Villa el Salvador;Escolar;Julio;2022;5/07/2022;Kayla;16;Scotiabank;0;1;0;1;Sede 3;0;0;1;Lettering
Theresa;200;Miraflores;Escolar;Agosto;2022;2/08/2022;Ashley;16;Scotiabank;0;1;0;1;Sede 1;1;0;0;Comic
Mark;200;Surco;Escolar;Agosto;2022;2/08/2022;Kayla;16;Efectivo;0;1;0;1;Sede 3;0;0;1;Manga
Nathan;200;Molina;Escolar;Agosto;2022;2/08/2022;David;16;BCP;0;1;0;1;Sede 1;1;0;0;Dibujo
Barbara;200;Villa el Salvador;Escolar;Agosto;2022;2/08/2022;Kayla;16;Scotiabank;0;1;0;1;Sede 3;0;0;1;Lettering
Theresa;200;Miraflores;Escolar;Setiembre;2022;1/09/2022;Ashley;16;Scotiabank;0;1;0;1;Sede 1;1;0;0;Comic
Mark;200;Surco;Escolar;Setiembre;2022;1/09/2022;Kayla;16;Efectivo;0;1;0;1;Sede 3;0;0;1;Manga
Nathan;200;Molina;Escolar;Setiembre;2022;1/09/2022;David;16;BCP;0;1;0;1;Sede 1;1;0;0;Dibujo
Barbara;200;Villa el Salvador;Escolar;Setiembre;2022;1/09/2022;Kayla;16;Scotiabank;0;1;0;1;Sede 3;0;0;1;Lettering
Theresa;200;Miraflores;Escolar;Octubre;2022;4/10/2022;Ashley;16;Scotiabank;0;1;0;1;Sede 1;1;0;0;Comic
Mark;200;Surco;Escolar;Octubre;2022;4/10/2022;Kayla;16;Efectivo;0;1;0;1;Sede 3;0;0;1;Manga
Nathan;200;Molina;Escolar;Octubre;2022;4/10/2022;David;16;BCP;0;1;0;1;Sede 1;1;0;0;Dibujo
Barbara;200;Villa el Salvador;Escolar;Octubre;2022;4/10/2022;Kayla;16;Scotiabank;0;1;0;1;Sede 3;0;0;1;Lettering
Theresa;200;Miraflores;Escolar;Noviembre;2022;1/11/2022;Ashley;16;Scotiabank;0;1;0;1;Sede 1;1;0;0;Comic
Mark;200;Surco;Escolar;Noviembre;2022;1/11/2022;Kayla;16;Efectivo;0;1;0;1;Sede 3;0;0;1;Manga
Nathan;200;Molina;Escolar;Noviembre;2022;1/11/2022;David;16;BCP;0;1;0;1;Sede 1;1;0;0;Dibujo
Barbara;200;Villa el Salvador;Escolar;Noviembre;2022;1/11/2022;Kayla;16;Scotiabank;0;1;0;1;Sede 3;0;0;1;Lettering
Theresa;200;Miraflores;Escolar;Diciembre;2022;3/12/2022;Ashley;16;Scotiabank;0;1;0;1;Sede 1;1;0;0;Comic
Mark;200;Surco;Escolar;Diciembre;2022;3/12/2022;Kayla;16;Efectivo;0;1;0;1;Sede 3;0;0;1;Manga
Nathan;200;Molina;Escolar;Diciembre;2022;3/12/2022;David;16;BCP;0;1;0;1;Sede 1;1;0;0;Dibujo
Barbara;200;Villa el Salvador;Escolar;Diciembre;2022;3/12/2022;Kayla;16;Scotiabank;0;1;0;1;Sede 3;0;0;1;Lettering
Sylvia;200;SJL;Verano;Agosto;2019;10/11/2019;Angela;16;BVBA;0;1;0;1;Sede 1;1;0;0;Comic
Scott;200;Brenia;Invierno;Agosto;2019;24/11/2019;Heather;16;Yape;0;1;0;1;Sede 1;1;0;0;Dibujo
Scott;200;Villa el Salvador;Otonio;Octubre;2019;19/11/2019;Jocelyn;16;Efectivo;0;1;0;1;Sede 3;0;0;1;Lettering
Samantha;200;Villa el Salvador;Escolar;Marzo;2019;2/07/2019;Micheal;16;Yape;0;1;0;1;Sede 2;0;1;0;Dibujo
Steven;200;Surco;Otonio;Febrero;2019;1/02/2019;Paula;16;BCP;0;1;0;1;Sede 1;1;0;0;Comic
William;200;SJL;Primavera;Octubre;2019;26/05/2019;Kenneth;16;Yape;0;1;0;1;Sede 3;0;0;1;Dibujo
Ashley;200;Brenia;Verano;Abril;2019;17/05/2019;Karen;16;PLIN;0;1;0;1;Sede 1;1;0;0;Dibujo
Mary;200;Brenia;Invierno;Junio;2019;21/06/2019;Christopher;16;BVBA;0;1;0;1;Sede 2;0;1;0;Manga
Joshua;200;Villa el Salvador;Invierno;Diciembre;2019;23/05/2019;Elizabeth;16;Efectivo;0;1;0;1;Sede 3;0;0;1;Comic
William;200;Villa el Salvador;Otonio;Marzo;2019;11/04/2019;Jake;16;BVBA;0;1;0;1;Sede 1;1;0;0;Dibujo
Joseph;200;Molina;Otonio;Mayo;2019;1/06/2019;Beverly;16;PLIN;0;1;0;1;Sede 2;0;1;0;Comic
Jared;200;Villa el Salvador;Invierno;Mayo;2019;24/05/2019;Alexandria;16;Efectivo;0;1;0;1;Sede 3;0;0;1;Pintura
Kathleen;200;Miraflores;Escolar;Enero;2019;7/03/2019;Sharon;16;Yape;0;1;0;1;Sede 1;1;0;0;Manga
Rhonda;200;Brenia;Otonio;Enero;2019;23/09/2019;Brian;16;PLIN;0;1;0;1;Sede 3;0;0;1;Pintura
Amy;200;Miraflores;Invierno;Noviembre;2019;17/12/2019;Leroy;16;Scotiabank;0;1;0;1;Sede 3;0;0;1;Pintura
Mark;200;Brenia;Invierno;Noviembre;2019;1/07/2019;Pamela;16;PLIN;0;1;0;1;Sede 3;0;0;1;Dibujo
Michelle;200;Surco;Escolar;Diciembre;2019;29/10/2019;Susan;16;Efectivo;0;1;0;1;Sede 1;1;0;0;Pintura
Richard;200;Molina;Escolar;Setiembre;2019;19/05/2019;Lauren;16;Efectivo;0;1;0;1;Sede 3;0;0;1;Manga
Linda;200;Surco;Primavera;Agosto;2019;30/03/2019;Nathan;16;PLIN;0;1;0;1;Sede 2;0;1;0;Manga
Victor;200;Surco;Primavera;Julio;2019;23/05/2019;Erik;16;Efectivo;0;1;0;1;Sede 1;1;0;0;Pintura
Gloria;200;Brenia;Invierno;Agosto;2019;9/01/2019;Christopher;16;BCP;0;1;0;1;Sede 1;1;0;0;Manga
Brian;200;Brenia;Verano;Agosto;2019;28/01/2019;Brittany;16;Efectivo;0;1;0;1;Sede 3;0;0;1;Lettering
Matthew;200;Brenia;Verano;Julio;2020;14/02/2020;Stephen;16;PLIN;0;1;0;1;Sede 2;0;1;0;Lettering
Jacqueline;200;Villa el Salvador;Invierno;Julio;2020;11/09/2020;Jamie;16;Efectivo;0;1;0;1;Sede 1;1;0;0;Manga
Kristen;200;Miraflores;Verano;Junio;2020;7/08/2020;Anna;16;BVBA;0;1;0;1;Sede 2;0;1;0;Pintura
Brian;200;Villa el Salvador;Verano;Marzo;2020;14/12/2020;Angela;16;Efectivo;0;1;0;1;Sede 3;0;0;1;Manga
Loretta;200;Brenia;Invierno;Abril;2020;12/12/2020;Joseph;16;BVBA;0;1;0;1;Sede 3;0;0;1;Lettering
Micheal;200;Villa el Salvador;Invierno;Abril;2020;11/07/2020;Thomas;16;Efectivo;0;1;0;1;Sede 3;0;0;1;Comic
Brittany;200;Molina;Verano;Enero;2020;12/12/2020;Jeffrey;16;Efectivo;0;1;0;1;Sede 3;0;0;1;Comic
Brenda;200;Molina;Verano;Febrero;2020;6/06/2020;Michelle;16;BCP;0;1;0;1;Sede 2;0;1;0;Dibujo
Cameron;200;Comas;Primavera;Diciembre;2020;29/03/2020;Justin;16;PLIN;0;1;0;1;Sede 3;0;0;1;Manga
Daniel;200;Miraflores;Escolar;Mayo;2020;10/12/2020;Andrew;16;Efectivo;0;1;0;1;Sede 1;1;0;0;Dibujo
Michelle;200;Miraflores;Primavera;Junio;2020;25/12/2020;Jennifer;16;BVBA;0;1;0;1;Sede 1;1;0;0;Comic
James;200;Villa el Salvador;Primavera;Julio;2020;10/02/2020;Amanda;16;PLIN;0;1;0;1;Sede 3;0;0;1;Lettering
Brian;200;Surco;Otonio;Junio;2020;13/11/2020;Adam;16;Efectivo;0;1;0;1;Sede 1;1;0;0;Lettering
Jose;200;Molina;Otonio;Diciembre;2020;24/06/2020;Kristi;16;Scotiabank;0;1;0;1;Sede 2;0;1;0;Lettering
Elizabeth;200;Molina;Invierno;Febrero;2023;15/06/2023;Chad;16;BVBA;0;1;0;1;Sede 3;0;0;1;Lettering
Sandra;200;SJL;Invierno;Agosto;2023;20/10/2023;Robert;16;PLIN;0;1;0;1;Sede 2;0;1;0;Manga
Carrie;200;Surco;Invierno;Enero;2023;28/01/2023;Melissa;16;Efectivo;0;1;0;1;Sede 2;0;1;0;Pintura
Janice;200;Molina;Escolar;Marzo;2023;6/01/2023;Phillip;16;Yape;0;1;0;1;Sede 2;0;1;0;Dibujo
Melissa;200;Miraflores;Verano;Agosto;2023;31/03/2023;Donna;16;Yape;0;1;0;1;Sede 2;0;1;0;Manga
Richard;200;Surco;Otonio;Octubre;2023;26/02/2023;Brian;15;PLIN;0;1;0;1;Sede 1;1;0;0;Manga
Sean;200;Miraflores;Otonio;Julio;2023;3/10/2023;John;16;PLIN;0;1;0;1;Sede 1;1;0;0;Manga
Timothy;200;Miraflores;Escolar;Octubre;2023;1/05/2023;James;16;PLIN;0;1;0;1;Sede 2;0;1;0;Lettering
Timothy;200;Miraflores;Verano;Mayo;2023;2/10/2023;Abigail;16;BVBA;0;1;0;1;Sede 3;0;0;1;Pintura
